,index,FACS.selection,age,batch,cell,cell_ontology_class,cell_ontology_id,cellid,free_annotation,method,mouse.id,plate,sex,subtissue,tissue,well,n_genes,n_counts,louvain,cluster_names
2516,N19.MAA000508.3_9_M.1.1-1,nan,3m,1,N19.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,1741,157660,5,5_B cell
2517,N19.MAA000559.3_8_M.1.1-1,nan,3m,1,N19.MAA000559.3_8_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_8_M,nan,male,NA,Spleen,nan,1971,346380,1,1_T cell
2518,N19.MAA000779.3_11_M.1.1-1,nan,3m,1,N19.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1358,391122,0,0_B cell
2519,N2.B000971.3_39_F.1.1-1,nan,3m,1,N2.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1813,685915,0,0_B cell
2520,N2.B001750.3_38_F.1.1-1,nan,3m,1,N2.B001750.3_38_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_38_F,nan,female,NA,Spleen,nan,2106,519663,1,1_T cell
2521,N2.MAA000508.3_9_M.1.1-1,nan,3m,1,N2.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,1479,275875,0,0_B cell
2522,N2.MAA000559.3_8_M.1.1-1,nan,3m,1,N2.MAA000559.3_8_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_8_M,nan,male,NA,Spleen,nan,1633,382151,1,1_T cell
2523,N2.MAA000776.3_10_M.1.1-1,nan,3m,1,N2.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,3407,1651637,5,5_B cell
2524,N2.MAA000779.3_11_M.1.1-1,nan,3m,1,N2.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1600,453108,3,3_B cell
2525,N20.B000971.3_39_F.1.1-1,nan,3m,1,N20.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1740,608262,11,11_B cell
2526,N20.B001750.3_38_F.1.1-1,nan,3m,1,N20.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,2397,1539912,2,2_B cell
2527,N20.MAA000508.3_9_M.1.1-1,nan,3m,1,N20.MAA000508.3_9_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_9_M,nan,male,NA,Spleen,nan,2415,276672,1,1_T cell
2528,N20.MAA000559.3_8_M.1.1-1,nan,3m,1,N20.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1381,153142,0,0_B cell
2529,N20.MAA000779.3_11_M.1.1-1,nan,3m,1,N20.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1293,324519,3,3_B cell
2530,N21.B000971.3_39_F.1.1-1,nan,3m,1,N21.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1150,356013,0,0_B cell
2531,N21.B001750.3_38_F.1.1-1,nan,3m,1,N21.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1530,1597107,0,0_B cell
2532,N21.MAA000508.3_9_M.1.1-1,nan,3m,1,N21.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,2244,98179,0,0_B cell
2533,N21.MAA000559.3_8_M.1.1-1,nan,3m,1,N21.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,2283,520420,0,0_B cell
2534,N21.MAA000776.3_10_M.1.1-1,nan,3m,1,N21.MAA000776.3_10_M.1.1,NK cell,CL:0000623,nan,GZMK NKG7 Tyrobp NK cell,facs,3_10_M,nan,male,NA,Spleen,nan,1867,510524,12,12_NK cell
2535,N21.MAA000779.3_11_M.1.1-1,nan,3m,1,N21.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1629,430924,2,2_B cell
2536,N22.B000971.3_39_F.1.1-1,nan,3m,1,N22.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1750,556450,0,0_B cell
2537,N22.B001750.3_38_F.1.1-1,nan,3m,1,N22.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1636,777313,0,0_B cell
2538,N22.MAA000559.3_8_M.1.1-1,nan,3m,1,N22.MAA000559.3_8_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_8_M,nan,male,NA,Spleen,nan,2892,839292,9,9_T cell
2539,N22.MAA000776.3_10_M.1.1-1,nan,3m,1,N22.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,1618,438401,7,7_B cell
2540,N22.MAA000779.3_11_M.1.1-1,nan,3m,1,N22.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1281,386864,4,4_B cell
2541,N3.B000971.3_39_F.1.1-1,nan,3m,1,N3.B000971.3_39_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_39_F,nan,female,NA,Spleen,nan,2038,808060,10,10_T cell
2542,N3.B001750.3_38_F.1.1-1,nan,3m,1,N3.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1899,607652,7,7_B cell
2543,N3.MAA000559.3_8_M.1.1-1,nan,3m,1,N3.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1397,132641,0,0_B cell
2544,N3.MAA000776.3_10_M.1.1-1,nan,3m,1,N3.MAA000776.3_10_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_10_M,nan,male,NA,Spleen,nan,1754,300790,1,1_T cell
2545,N3.MAA000779.3_11_M.1.1-1,nan,3m,1,N3.MAA000779.3_11_M.1.1,NK cell,CL:0000623,nan,GZMK NKG7 Tyrobp NK cell,facs,3_11_M,nan,male,NA,Spleen,nan,1122,98646,12,12_NK cell
2546,N4.B000971.3_39_F.1.1-1,nan,3m,1,N4.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,2000,754917,4,4_B cell
2547,N4.B001750.3_38_F.1.1-1,nan,3m,1,N4.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1792,333763,5,5_B cell
2548,N4.MAA000508.3_9_M.1.1-1,nan,3m,1,N4.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,1533,142860,0,0_B cell
2549,N4.MAA000559.3_8_M.1.1-1,nan,3m,1,N4.MAA000559.3_8_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_8_M,nan,male,NA,Spleen,nan,2014,272399,9,9_T cell
2550,N4.MAA000776.3_10_M.1.1-1,nan,3m,1,N4.MAA000776.3_10_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_10_M,nan,male,NA,Spleen,nan,1988,404731,1,1_T cell
2551,N4.MAA000779.3_11_M.1.1-1,nan,3m,1,N4.MAA000779.3_11_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_11_M,nan,male,NA,Spleen,nan,1071,183528,1,1_T cell
2552,N5.B000971.3_39_F.1.1-1,nan,3m,1,N5.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1777,560653,0,0_B cell
2553,N5.B001750.3_38_F.1.1-1,nan,3m,1,N5.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1644,211591,0,0_B cell
2554,N5.MAA000508.3_9_M.1.1-1,nan,3m,1,N5.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,1661,177785,11,11_B cell
2555,N5.MAA000559.3_8_M.1.1-1,nan,3m,1,N5.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1508,328325,4,4_B cell
2556,N5.MAA000776.3_10_M.1.1-1,nan,3m,1,N5.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,2957,984225,7,7_B cell
2557,N5.MAA000779.3_11_M.1.1-1,nan,3m,1,N5.MAA000779.3_11_M.1.1,NK cell,CL:0000623,nan,GZMK NKG7 Tyrobp NK cell,facs,3_11_M,nan,male,NA,Spleen,nan,1206,328940,12,12_NK cell
2558,N6.B000971.3_39_F.1.1-1,nan,3m,1,N6.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1735,550057,3,3_B cell
2559,N6.B001750.3_38_F.1.1-1,nan,3m,1,N6.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,3844,1297045,2,2_B cell
2560,N6.MAA000508.3_9_M.1.1-1,nan,3m,1,N6.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,1807,166779,0,0_B cell
2561,N6.MAA000559.3_8_M.1.1-1,nan,3m,1,N6.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1719,354845,0,0_B cell
2562,N6.MAA000776.3_10_M.1.1-1,nan,3m,1,N6.MAA000776.3_10_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_10_M,nan,male,NA,Spleen,nan,1741,579586,1,1_T cell
2563,N6.MAA000779.3_11_M.1.1-1,nan,3m,1,N6.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1131,318755,0,0_B cell
2564,N7.B000971.3_39_F.1.1-1,nan,3m,1,N7.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,2312,1052737,7,7_B cell
2565,N7.B001750.3_38_F.1.1-1,nan,3m,1,N7.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1670,385244,0,0_B cell
2566,N7.MAA000508.3_9_M.1.1-1,nan,3m,1,N7.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,1537,89539,2,2_B cell
2567,N7.MAA000559.3_8_M.1.1-1,nan,3m,1,N7.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1545,180307,3,3_B cell
2568,N7.MAA000779.3_11_M.1.1-1,nan,3m,1,N7.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1337,421953,3,3_B cell
2569,N8.B000971.3_39_F.1.1-1,nan,3m,1,N8.B000971.3_39_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_39_F,nan,female,NA,Spleen,nan,1724,444249,1,1_T cell
2570,N8.B001750.3_38_F.1.1-1,nan,3m,1,N8.B001750.3_38_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_38_F,nan,female,NA,Spleen,nan,1920,518029,1,1_T cell
2571,N8.MAA000508.3_9_M.1.1-1,nan,3m,1,N8.MAA000508.3_9_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_9_M,nan,male,NA,Spleen,nan,1970,264855,1,1_T cell
2572,N8.MAA000559.3_8_M.1.1-1,nan,3m,1,N8.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1540,123911,2,2_B cell
2573,N8.MAA000776.3_10_M.1.1-1,nan,3m,1,N8.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,1911,567098,7,7_B cell
2574,N8.MAA000779.3_11_M.1.1-1,nan,3m,1,N8.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1900,373336,4,4_B cell
2575,N9.B000971.3_39_F.1.1-1,nan,3m,1,N9.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1814,608025,0,0_B cell
2576,N9.B001750.3_38_F.1.1-1,nan,3m,1,N9.B001750.3_38_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_38_F,nan,female,NA,Spleen,nan,1762,342163,1,1_T cell
2577,N9.MAA000508.3_9_M.1.1-1,nan,3m,1,N9.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,1604,167284,2,2_B cell
2578,N9.MAA000559.3_8_M.1.1-1,nan,3m,1,N9.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1494,241169,3,3_B cell
2579,N9.MAA000779.3_11_M.1.1-1,nan,3m,1,N9.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1040,309510,0,0_B cell
2580,O1.B000971.3_39_F.1.1-1,nan,3m,1,O1.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1747,305443,3,3_B cell
2581,O1.B001750.3_38_F.1.1-1,nan,3m,1,O1.B001750.3_38_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_38_F,nan,female,NA,Spleen,nan,2135,1141506,1,1_T cell
2582,O1.MAA000508.3_9_M.1.1-1,nan,3m,1,O1.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,2198,250941,5,5_B cell
2583,O1.MAA000559.3_8_M.1.1-1,nan,3m,1,O1.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1526,233730,11,11_B cell
2584,O1.MAA000776.3_10_M.1.1-1,nan,3m,1,O1.MAA000776.3_10_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_10_M,nan,male,NA,Spleen,nan,2005,921511,1,1_T cell
2585,O1.MAA000779.3_11_M.1.1-1,nan,3m,1,O1.MAA000779.3_11_M.1.1,NK cell,CL:0000623,nan,GZMK NKG7 Tyrobp NK cell,facs,3_11_M,nan,male,NA,Spleen,nan,1365,282910,12,12_NK cell
2586,O10.B000971.3_39_F.1.1-1,nan,3m,1,O10.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,2211,332854,7,7_B cell
2587,O10.B001750.3_38_F.1.1-1,nan,3m,1,O10.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1894,166315,4,4_B cell
2588,O10.MAA000508.3_9_M.1.1-1,nan,3m,1,O10.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,1970,274959,2,2_B cell
2589,O10.MAA000559.3_8_M.1.1-1,nan,3m,1,O10.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1882,423254,7,7_B cell
2591,O10.MAA000779.3_11_M.1.1-1,nan,3m,1,O10.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1381,256303,0,0_B cell
2592,O11.B000971.3_39_F.1.1-1,nan,3m,1,O11.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1941,518451,0,0_B cell
2593,O11.B001750.3_38_F.1.1-1,nan,3m,1,O11.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,2058,609205,4,4_B cell
2594,O11.MAA000508.3_9_M.1.1-1,nan,3m,1,O11.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,1757,209743,0,0_B cell
2595,O11.MAA000559.3_8_M.1.1-1,nan,3m,1,O11.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,2102,366174,7,7_B cell
2596,O11.MAA000776.3_10_M.1.1-1,nan,3m,1,O11.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,1699,673444,0,0_B cell
2597,O11.MAA000779.3_11_M.1.1-1,nan,3m,1,O11.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1630,360373,5,5_B cell
2598,O12.B000971.3_39_F.1.1-1,nan,3m,1,O12.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1619,413754,7,7_B cell
2599,O12.B001750.3_38_F.1.1-1,nan,3m,1,O12.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,2552,1192501,7,7_B cell
2600,O12.MAA000508.3_9_M.1.1-1,nan,3m,1,O12.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,1939,210298,11,11_B cell
2601,O12.MAA000559.3_8_M.1.1-1,nan,3m,1,O12.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,971,113993,0,0_B cell
2602,O12.MAA000779.3_11_M.1.1-1,nan,3m,1,O12.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1314,261036,0,0_B cell
2603,O13.B000971.3_39_F.1.1-1,nan,3m,1,O13.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,2585,602270,2,2_B cell
2604,O13.MAA000508.3_9_M.1.1-1,nan,3m,1,O13.MAA000508.3_9_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_9_M,nan,male,NA,Spleen,nan,1885,281067,1,1_T cell
2605,O13.MAA000559.3_8_M.1.1-1,nan,3m,1,O13.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1504,259819,7,7_B cell
2606,O13.MAA000776.3_10_M.1.1-1,nan,3m,1,O13.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,2516,1021655,2,2_B cell
2607,O14.B000971.3_39_F.1.1-1,nan,3m,1,O14.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,2298,383792,2,2_B cell
2608,O14.MAA000508.3_9_M.1.1-1,nan,3m,1,O14.MAA000508.3_9_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_9_M,nan,male,NA,Spleen,nan,1715,185578,10,10_T cell
2609,O14.MAA000559.3_8_M.1.1-1,nan,3m,1,O14.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1874,435116,5,5_B cell
2610,O14.MAA000776.3_10_M.1.1-1,nan,3m,1,O14.MAA000776.3_10_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_10_M,nan,male,NA,Spleen,nan,2109,1407793,1,1_T cell
2611,O14.MAA000779.3_11_M.1.1-1,nan,3m,1,O14.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1164,260909,3,3_B cell
2612,O15.B000971.3_39_F.1.1-1,nan,3m,1,O15.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1528,242462,7,7_B cell
2613,O15.B001750.3_38_F.1.1-1,nan,3m,1,O15.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1821,554517,2,2_B cell
2614,O15.MAA000508.3_9_M.1.1-1,nan,3m,1,O15.MAA000508.3_9_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_9_M,nan,male,NA,Spleen,nan,1620,165933,10,10_T cell
2616,O15.MAA000779.3_11_M.1.1-1,nan,3m,1,O15.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1222,359974,0,0_B cell
2617,O16.B000971.3_39_F.1.1-1,nan,3m,1,O16.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1731,759860,7,7_B cell
2618,O16.B001750.3_38_F.1.1-1,nan,3m,1,O16.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1567,463660,5,5_B cell
2619,O16.MAA000508.3_9_M.1.1-1,nan,3m,1,O16.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,2450,329455,3,3_B cell
2620,O16.MAA000559.3_8_M.1.1-1,nan,3m,1,O16.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1862,356725,7,7_B cell
2621,O16.MAA000776.3_10_M.1.1-1,nan,3m,1,O16.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,2129,892002,0,0_B cell
2623,O17.B000971.3_39_F.1.1-1,nan,3m,1,O17.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,2487,352709,2,2_B cell
2624,O17.B001750.3_38_F.1.1-1,nan,3m,1,O17.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,2915,466894,2,2_B cell
2625,O17.MAA000508.3_9_M.1.1-1,nan,3m,1,O17.MAA000508.3_9_M.1.1,NK cell,CL:0000623,nan,GZMK NKG7 Tyrobp NK cell,facs,3_9_M,nan,male,NA,Spleen,nan,2565,268726,12,12_NK cell
2626,O17.MAA000559.3_8_M.1.1-1,nan,3m,1,O17.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1611,257485,5,5_B cell
2628,O17.MAA000779.3_11_M.1.1-1,nan,3m,1,O17.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1780,471497,7,7_B cell
2629,O18.B000971.3_39_F.1.1-1,nan,3m,1,O18.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,2173,335360,6,6_B cell
2630,O18.B001750.3_38_F.1.1-1,nan,3m,1,O18.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1970,204379,7,7_B cell
2631,O18.MAA000508.3_9_M.1.1-1,nan,3m,1,O18.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,1623,191272,3,3_B cell
2632,O18.MAA000559.3_8_M.1.1-1,nan,3m,1,O18.MAA000559.3_8_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_8_M,nan,male,NA,Spleen,nan,1793,340435,1,1_T cell
2633,O18.MAA000779.3_11_M.1.1-1,nan,3m,1,O18.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1067,373060,3,3_B cell
2634,O19.B000971.3_39_F.1.1-1,nan,3m,1,O19.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1808,446011,3,3_B cell
2635,O19.B001750.3_38_F.1.1-1,nan,3m,1,O19.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,920,246214,3,3_B cell
2636,O19.MAA000508.3_9_M.1.1-1,nan,3m,1,O19.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,1906,263271,0,0_B cell
2637,O19.MAA000559.3_8_M.1.1-1,nan,3m,1,O19.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1875,318715,4,4_B cell
2638,O19.MAA000776.3_10_M.1.1-1,nan,3m,1,O19.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,1525,300678,5,5_B cell
2639,O19.MAA000779.3_11_M.1.1-1,nan,3m,1,O19.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1681,392563,0,0_B cell
2640,O2.B000971.3_39_F.1.1-1,nan,3m,1,O2.B000971.3_39_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_39_F,nan,female,NA,Spleen,nan,1966,442729,1,1_T cell
2641,O2.B001750.3_38_F.1.1-1,nan,3m,1,O2.B001750.3_38_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_38_F,nan,female,NA,Spleen,nan,1921,241646,1,1_T cell
2642,O2.MAA000508.3_9_M.1.1-1,nan,3m,1,O2.MAA000508.3_9_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_9_M,nan,male,NA,Spleen,nan,1791,330637,1,1_T cell
2643,O2.MAA000559.3_8_M.1.1-1,nan,3m,1,O2.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1531,235251,7,7_B cell
