,index,FACS.selection,age,batch,cell,cell_ontology_class,cell_ontology_id,cellid,free_annotation,method,mouse.id,plate,sex,subtissue,tissue,well,n_genes,n_counts,louvain,cluster_names
2389,M16.MAA000776.3_10_M.1.1-1,nan,3m,1,M16.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,1719,608544,11,11_B cell
2390,M16.MAA000779.3_11_M.1.1-1,nan,3m,1,M16.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1129,308152,2,2_B cell
2391,M17.B000971.3_39_F.1.1-1,nan,3m,1,M17.B000971.3_39_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_39_F,nan,female,NA,Spleen,nan,669,240042,1,1_T cell
2392,M17.B001750.3_38_F.1.1-1,nan,3m,1,M17.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,2475,738751,2,2_B cell
2393,M17.MAA000508.3_9_M.1.1-1,nan,3m,1,M17.MAA000508.3_9_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_9_M,nan,male,NA,Spleen,nan,2103,293086,1,1_T cell
2394,M17.MAA000559.3_8_M.1.1-1,nan,3m,1,M17.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1739,424052,2,2_B cell
2395,M17.MAA000779.3_11_M.1.1-1,nan,3m,1,M17.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,976,200424,7,7_B cell
2396,M18.B000971.3_39_F.1.1-1,nan,3m,1,M18.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,2914,1103477,2,2_B cell
2397,M18.B001750.3_38_F.1.1-1,nan,3m,1,M18.B001750.3_38_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_38_F,nan,female,NA,Spleen,nan,2170,766437,1,1_T cell
2398,M18.MAA000508.3_9_M.1.1-1,nan,3m,1,M18.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,1964,298323,5,5_B cell
2399,M18.MAA000559.3_8_M.1.1-1,nan,3m,1,M18.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1651,403077,3,3_B cell
2400,M18.MAA000776.3_10_M.1.1-1,nan,3m,1,M18.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,2046,684998,4,4_B cell
2401,M18.MAA000779.3_11_M.1.1-1,nan,3m,1,M18.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1399,546192,7,7_B cell
2403,M19.B001750.3_38_F.1.1-1,nan,3m,1,M19.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1138,258919,0,0_B cell
2404,M19.MAA000776.3_10_M.1.1-1,nan,3m,1,M19.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,1910,376204,2,2_B cell
2405,M19.MAA000779.3_11_M.1.1-1,nan,3m,1,M19.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1307,402260,0,0_B cell
2406,M2.B000971.3_39_F.1.1-1,nan,3m,1,M2.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,3195,1290583,3,3_B cell
2407,M2.B001750.3_38_F.1.1-1,nan,3m,1,M2.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,2190,818643,3,3_B cell
2408,M2.MAA000508.3_9_M.1.1-1,nan,3m,1,M2.MAA000508.3_9_M.1.1,NK cell,CL:0000623,nan,GZMK NKG7 Tyrobp NK cell,facs,3_9_M,nan,male,NA,Spleen,nan,2426,551437,12,12_NK cell
2409,M2.MAA000559.3_8_M.1.1-1,nan,3m,1,M2.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1716,488432,4,4_B cell
2410,M2.MAA000776.3_10_M.1.1-1,nan,3m,1,M2.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,1620,479375,0,0_B cell
2411,M2.MAA000779.3_11_M.1.1-1,nan,3m,1,M2.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1006,207885,3,3_B cell
2412,M20.B000971.3_39_F.1.1-1,nan,3m,1,M20.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,2055,524470,3,3_B cell
2413,M20.B001750.3_38_F.1.1-1,nan,3m,1,M20.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,757,178569,2,2_B cell
2414,M20.MAA000508.3_9_M.1.1-1,nan,3m,1,M20.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,2683,532287,2,2_B cell
2415,M20.MAA000559.3_8_M.1.1-1,nan,3m,1,M20.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1409,235112,0,0_B cell
2416,M20.MAA000779.3_11_M.1.1-1,nan,3m,1,M20.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1222,407177,0,0_B cell
2417,M21.B000971.3_39_F.1.1-1,nan,3m,1,M21.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1948,599601,11,11_B cell
2418,M21.B001750.3_38_F.1.1-1,nan,3m,1,M21.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1140,418398,3,3_B cell
2419,M21.MAA000508.3_9_M.1.1-1,nan,3m,1,M21.MAA000508.3_9_M.1.1,NK cell,CL:0000623,nan,GZMK NKG7 Tyrobp NK cell,facs,3_9_M,nan,male,NA,Spleen,nan,1660,161000,12,12_NK cell
2420,M21.MAA000559.3_8_M.1.1-1,nan,3m,1,M21.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,2040,538677,2,2_B cell
2421,M21.MAA000776.3_10_M.1.1-1,nan,3m,1,M21.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,2769,1137428,2,2_B cell
2422,M21.MAA000779.3_11_M.1.1-1,nan,3m,1,M21.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1192,184483,0,0_B cell
2423,M22.B000971.3_39_F.1.1-1,nan,3m,1,M22.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1522,454301,2,2_B cell
2424,M22.B001750.3_38_F.1.1-1,nan,3m,1,M22.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1336,940388,2,2_B cell
2425,M22.MAA000508.3_9_M.1.1-1,nan,3m,1,M22.MAA000508.3_9_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_9_M,nan,male,NA,Spleen,nan,1934,328919,1,1_T cell
2426,M22.MAA000559.3_8_M.1.1-1,nan,3m,1,M22.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1509,71247,5,5_B cell
2427,M22.MAA000776.3_10_M.1.1-1,nan,3m,1,M22.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,3179,1086909,7,7_B cell
2428,M22.MAA000779.3_11_M.1.1-1,nan,3m,1,M22.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,2821,301315,11,11_B cell
2429,M3.B000971.3_39_F.1.1-1,nan,3m,1,M3.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,2570,1601378,7,7_B cell
2430,M3.B001750.3_38_F.1.1-1,nan,3m,1,M3.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,2057,405712,2,2_B cell
2431,M3.MAA000508.3_9_M.1.1-1,nan,3m,1,M3.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,2028,292025,3,3_B cell
2432,M3.MAA000559.3_8_M.1.1-1,nan,3m,1,M3.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1790,253486,4,4_B cell
2433,M3.MAA000779.3_11_M.1.1-1,nan,3m,1,M3.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1976,450499,2,2_B cell
2434,M4.B000971.3_39_F.1.1-1,nan,3m,1,M4.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,2850,1188957,3,3_B cell
2435,M4.B001750.3_38_F.1.1-1,nan,3m,1,M4.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,2072,375295,0,0_B cell
2436,M4.MAA000508.3_9_M.1.1-1,nan,3m,1,M4.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,2163,318078,11,11_B cell
2437,M4.MAA000559.3_8_M.1.1-1,nan,3m,1,M4.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1336,231090,0,0_B cell
2438,M4.MAA000776.3_10_M.1.1-1,nan,3m,1,M4.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,2403,611922,2,2_B cell
2439,M4.MAA000779.3_11_M.1.1-1,nan,3m,1,M4.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,923,201615,3,3_B cell
2441,M5.B001750.3_38_F.1.1-1,nan,3m,1,M5.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,2587,416689,5,5_B cell
2442,M5.MAA000508.3_9_M.1.1-1,nan,3m,1,M5.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,1552,190150,0,0_B cell
2443,M5.MAA000559.3_8_M.1.1-1,nan,3m,1,M5.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1434,583494,0,0_B cell
2444,M5.MAA000776.3_10_M.1.1-1,nan,3m,1,M5.MAA000776.3_10_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_10_M,nan,male,NA,Spleen,nan,2224,722059,10,10_T cell
2445,M6.B000971.3_39_F.1.1-1,nan,3m,1,M6.B000971.3_39_F.1.1,NK cell,CL:0000623,nan,GZMK NKG7 Tyrobp NK cell,facs,3_39_F,nan,female,NA,Spleen,nan,2021,830207,12,12_NK cell
2446,M6.B001750.3_38_F.1.1-1,nan,3m,1,M6.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,2312,479763,4,4_B cell
2447,M6.MAA000508.3_9_M.1.1-1,nan,3m,1,M6.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,1709,234583,11,11_B cell
2448,M6.MAA000559.3_8_M.1.1-1,nan,3m,1,M6.MAA000559.3_8_M.1.1,NK cell,CL:0000623,nan,GZMK NKG7 Tyrobp NK cell,facs,3_8_M,nan,male,NA,Spleen,nan,1858,551014,12,12_NK cell
2449,M6.MAA000776.3_10_M.1.1-1,nan,3m,1,M6.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,2616,871487,5,5_B cell
2450,M6.MAA000779.3_11_M.1.1-1,nan,3m,1,M6.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1710,548419,0,0_B cell
2451,M7.B000971.3_39_F.1.1-1,nan,3m,1,M7.B000971.3_39_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_39_F,nan,female,NA,Spleen,nan,1805,928451,1,1_T cell
2452,M7.B001750.3_38_F.1.1-1,nan,3m,1,M7.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1499,249980,7,7_B cell
2453,M7.MAA000508.3_9_M.1.1-1,nan,3m,1,M7.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,2203,410335,5,5_B cell
2454,M7.MAA000559.3_8_M.1.1-1,nan,3m,1,M7.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1697,240579,3,3_B cell
2455,M7.MAA000779.3_11_M.1.1-1,nan,3m,1,M7.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,916,229915,0,0_B cell
2456,M8.B000971.3_39_F.1.1-1,nan,3m,1,M8.B000971.3_39_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_39_F,nan,female,NA,Spleen,nan,2474,841655,9,9_T cell
2457,M8.B001750.3_38_F.1.1-1,nan,3m,1,M8.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1895,446136,11,11_B cell
2458,M8.MAA000508.3_9_M.1.1-1,nan,3m,1,M8.MAA000508.3_9_M.1.1,NK cell,CL:0000623,nan,GZMK NKG7 Tyrobp NK cell,facs,3_9_M,nan,male,NA,Spleen,nan,2158,327440,12,12_NK cell
2459,M8.MAA000559.3_8_M.1.1-1,nan,3m,1,M8.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1202,115976,3,3_B cell
2460,M8.MAA000776.3_10_M.1.1-1,nan,3m,1,M8.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,1794,284409,3,3_B cell
2461,M8.MAA000779.3_11_M.1.1-1,nan,3m,1,M8.MAA000779.3_11_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_11_M,nan,male,NA,Spleen,nan,1315,451473,1,1_T cell
2462,M9.B000971.3_39_F.1.1-1,nan,3m,1,M9.B000971.3_39_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_39_F,nan,female,NA,Spleen,nan,2730,826830,9,9_T cell
2463,M9.B001750.3_38_F.1.1-1,nan,3m,1,M9.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,2439,675407,2,2_B cell
2464,M9.MAA000508.3_9_M.1.1-1,nan,3m,1,M9.MAA000508.3_9_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_9_M,nan,male,NA,Spleen,nan,2005,213810,9,9_T cell
2466,M9.MAA000776.3_10_M.1.1-1,nan,3m,1,M9.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,1583,468071,0,0_B cell
2467,M9.MAA000779.3_11_M.1.1-1,nan,3m,1,M9.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1188,233126,0,0_B cell
2468,N1.B000971.3_39_F.1.1-1,nan,3m,1,N1.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1439,463447,0,0_B cell
2469,N1.B001750.3_38_F.1.1-1,nan,3m,1,N1.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1664,330916,0,0_B cell
2470,N1.MAA000508.3_9_M.1.1-1,nan,3m,1,N1.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,1839,346146,11,11_B cell
2471,N1.MAA000559.3_8_M.1.1-1,nan,3m,1,N1.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,2390,311451,2,2_B cell
2472,N1.MAA000776.3_10_M.1.1-1,nan,3m,1,N1.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,2943,568361,2,2_B cell
2473,N1.MAA000779.3_11_M.1.1-1,nan,3m,1,N1.MAA000779.3_11_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_11_M,nan,male,NA,Spleen,nan,1527,408648,1,1_T cell
2474,N10.B000971.3_39_F.1.1-1,nan,3m,1,N10.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,2748,1041821,0,0_B cell
2475,N10.B001750.3_38_F.1.1-1,nan,3m,1,N10.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1486,282972,0,0_B cell
2476,N10.MAA000559.3_8_M.1.1-1,nan,3m,1,N10.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1841,268042,11,11_B cell
2477,N10.MAA000779.3_11_M.1.1-1,nan,3m,1,N10.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1614,417652,2,2_B cell
2478,N11.B001750.3_38_F.1.1-1,nan,3m,1,N11.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1720,502568,5,5_B cell
2479,N11.MAA000508.3_9_M.1.1-1,nan,3m,1,N11.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,1475,153710,0,0_B cell
2480,N11.MAA000559.3_8_M.1.1-1,nan,3m,1,N11.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1300,60828,0,0_B cell
2481,N11.MAA000776.3_10_M.1.1-1,nan,3m,1,N11.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,1607,333919,3,3_B cell
2482,N11.MAA000779.3_11_M.1.1-1,nan,3m,1,N11.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1144,361040,3,3_B cell
2483,N12.B001750.3_38_F.1.1-1,nan,3m,1,N12.B001750.3_38_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_38_F,nan,female,NA,Spleen,nan,1774,441880,1,1_T cell
2484,N12.MAA000508.3_9_M.1.1-1,nan,3m,1,N12.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,1741,211206,0,0_B cell
2485,N12.MAA000779.3_11_M.1.1-1,nan,3m,1,N12.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1083,284371,0,0_B cell
2486,N13.B000971.3_39_F.1.1-1,nan,3m,1,N13.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,3462,1314410,3,3_B cell
2487,N13.B001750.3_38_F.1.1-1,nan,3m,1,N13.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1286,300373,7,7_B cell
2488,N13.MAA000559.3_8_M.1.1-1,nan,3m,1,N13.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1544,401693,0,0_B cell
2489,N13.MAA000776.3_10_M.1.1-1,nan,3m,1,N13.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,1962,1029792,2,2_B cell
2490,N13.MAA000779.3_11_M.1.1-1,nan,3m,1,N13.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1048,304889,0,0_B cell
2491,N14.B000971.3_39_F.1.1-1,nan,3m,1,N14.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1790,496825,0,0_B cell
2492,N14.B001750.3_38_F.1.1-1,nan,3m,1,N14.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1839,407834,0,0_B cell
2493,N14.MAA000508.3_9_M.1.1-1,nan,3m,1,N14.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,2658,275877,5,5_B cell
2494,N14.MAA000559.3_8_M.1.1-1,nan,3m,1,N14.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,2630,698914,7,7_B cell
2495,N14.MAA000776.3_10_M.1.1-1,nan,3m,1,N14.MAA000776.3_10_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_10_M,nan,male,NA,Spleen,nan,1708,845613,1,1_T cell
2496,N14.MAA000779.3_11_M.1.1-1,nan,3m,1,N14.MAA000779.3_11_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_11_M,nan,male,NA,Spleen,nan,1732,541743,9,9_T cell
2497,N15.B000971.3_39_F.1.1-1,nan,3m,1,N15.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,666,259586,0,0_B cell
2498,N15.B001750.3_38_F.1.1-1,nan,3m,1,N15.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1434,344124,11,11_B cell
2499,N15.MAA000559.3_8_M.1.1-1,nan,3m,1,N15.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1365,168945,0,0_B cell
2500,N15.MAA000776.3_10_M.1.1-1,nan,3m,1,N15.MAA000776.3_10_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_10_M,nan,male,NA,Spleen,nan,1779,593498,1,1_T cell
2501,N15.MAA000779.3_11_M.1.1-1,nan,3m,1,N15.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1432,418623,0,0_B cell
2502,N16.B001750.3_38_F.1.1-1,nan,3m,1,N16.B001750.3_38_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_38_F,nan,female,NA,Spleen,nan,1237,309380,1,1_T cell
2503,N16.MAA000508.3_9_M.1.1-1,nan,3m,1,N16.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,1578,138078,0,0_B cell
2504,N16.MAA000559.3_8_M.1.1-1,nan,3m,1,N16.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1839,335445,0,0_B cell
2505,N16.MAA000776.3_10_M.1.1-1,nan,3m,1,N16.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,2131,461751,0,0_B cell
2506,N16.MAA000779.3_11_M.1.1-1,nan,3m,1,N16.MAA000779.3_11_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_11_M,nan,male,NA,Spleen,nan,2592,424038,9,9_T cell
2507,N17.B000971.3_39_F.1.1-1,nan,3m,1,N17.B000971.3_39_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_39_F,nan,female,NA,Spleen,nan,1301,373025,1,1_T cell
2508,N17.B001750.3_38_F.1.1-1,nan,3m,1,N17.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1170,307352,0,0_B cell
2509,N17.MAA000559.3_8_M.1.1-1,nan,3m,1,N17.MAA000559.3_8_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_8_M,nan,male,NA,Spleen,nan,1747,338246,1,1_T cell
2510,N17.MAA000779.3_11_M.1.1-1,nan,3m,1,N17.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1786,500621,2,2_B cell
2511,N18.B000971.3_39_F.1.1-1,nan,3m,1,N18.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1799,592964,5,5_B cell
2512,N18.B001750.3_38_F.1.1-1,nan,3m,1,N18.B001750.3_38_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_38_F,nan,female,NA,Spleen,nan,1750,717694,1,1_T cell
2513,N18.MAA000508.3_9_M.1.1-1,nan,3m,1,N18.MAA000508.3_9_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_9_M,nan,male,NA,Spleen,nan,2430,459841,9,9_T cell
2514,N18.MAA000559.3_8_M.1.1-1,nan,3m,1,N18.MAA000559.3_8_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_8_M,nan,male,NA,Spleen,nan,1614,560025,1,1_T cell
2515,N19.B001750.3_38_F.1.1-1,nan,3m,1,N19.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1559,1630662,5,5_B cell
